,index,user_id,created_at,text,state,county
17223,513,174011430,8/26/2017,pre storm hurricane shennanigans last night girl fun godmother momma friend motherofyou,Texas,Harris County
17244,546,38915976,8/26/2017,ante del harvey el bucanero in san antonio tx,Texas,Bexar County
17265,576,52578379,8/26/2017,hurricane harvey do not kill my vibe bighair curlyhairdontcare,Texas,Williamson County
17289,612,41706975,8/26/2017,the calm before the storm stay safe everyone this one just might hurt texas harvey not,Texas,Harris County
17291,614,395413460,8/26/2017,some of all do buy 100 24 pack of water for hurricane harvey but don even drink water to hydrate yourself throughout the week,Texas,Fort Bend County
17294,618,58624342,8/26/2017,houstonians refuse to buy dallas cowboy cooler during hurricane harvey,Texas,Dallas County
17298,622,493266950,8/26/2017,enjoy the night before the storm drink bonito blonde luther cafe,Texas,Bexar County
17301,625,879191,8/26/2017,annie be keep safe while we be bunker in place wait for the storm hurricaneharvey,Texas,Travis County
17303,627,25557901,8/26/2017,make it to my hometown where safe amp warm away from harvey mcallen texas,Texas,Hidalgo County
17305,630,56684379,8/26/2017,rocky will ride out this hurricane in his shark westside houston texas,Texas,Harris County
17315,642,{'$numberLong': '770804202259910656'},8/26/2017,prepare for harvey beaumont texas,Texas,Jefferson County
17319,648,600958397,8/26/2017,aviso de tornado incluye angleton tx danbury tx liverpool tx hasta la 00 pm cdt,Texas,Brazoria County
17325,657,722601858,8/26/2017,goawayharvey hurricane bay area corpus christi texas,Texas,Nueces County
17360,704,{'$numberLong': '2606454343'},8/26/2017,hurricane hurricaneharvey grocery lastminute shop besafe stayalert instalife,Texas,Bexar County
17362,706,437344019,8/26/2017,the night before the storm stay safe everyone sanantonio chuys margaritanight chuy,Texas,Bexar County
17366,713,16229143,8/26/2017,couple kiss before board bus to evacuate corpus christi hurricane harvey bear down,Texas,Nueces County
17368,715,250372149,8/26/2017,htownvsharvey hurricane hurricanharvey houston texas storm weather instagood radar,Texas,Harris County
17375,724,17176456,8/26/2017,rio be scar of the thunder and rain leaguecitytexas harvey hurricaneharvey harvey2017,Texas,Galveston County
17378,729,69579332,8/26/2017,wait hurricane harvey lazy weekend on houston with my family en courtyard by marriott,Texas,Harris County
17398,756,{'$numberLong': '741119911888588800'},8/26/2017,late night paddle before harvey be approach texas everybody stay safe this weekend,Texas,Travis County
17412,779,28560398,8/26/2017,help get thru harvey cedar park texas,Texas,Williamson County
17422,790,1075248715,8/26/2017,cat hurricane harvey go ashore south of matagorda at rockport tropicalmaniac matagorda,Texas,Matagorda County
17434,809,58624342,8/26/2017,who know whataburger have hurricane response team,Texas,Dallas County
17435,810,{'$numberLong': '2472947150'},8/26/2017,safe and sound and wait for harvey hurricaneharvey2017,Texas,Harris County
17442,818,17601200,8/26/2017,what better way to wait for the hurricane then watch disaster movie oceanrising prettybad,Texas,Bexar County
17444,820,450018612,8/26/2017,before harvey millspond well branch texas,Texas,Travis County
17458,839,15673984,8/26/2017,gotta walk to for the start of the hurricane party all know bourbon girl,Texas,Harris County
17462,844,{'$numberLong': '752489283697643520'},8/26/2017,that hurricane in texas damndaniel,Texas,Harris County
17465,848,10659542,8/26/2017,yo harvey you wanna talk about cloud the house of amp,Texas,Harris County
17473,860,271522767,8/26/2017,asi la cosas por aqui huracanharvey lluevemucho storm,Texas,Harris County
17490,881,233086243,8/26/2017,even though harvey be on it way and fight off the rain to get our workout,Texas,Harris County
17525,37,30423885,8/26/2017,wait for the storm in my backyard hurricane hurricaneharvey storm wind hunkerdown,Texas,Harris County
17532,47,32291518,8/26/2017,makeshift hurricane harden chicken shelter hurricaneharvey bringiton san antonio,Texas,Bexar County
17537,52,{'$numberLong': '795994847379329024'},8/26/2017,or naw hurricaneharvey2017 harvey hurricaneharvey houston texas,Texas,Harris County
17541,57,19245301,8/26/2017,prayer to all those that may be effect by the hurricane we re pray for you yours we,Texas,Travis County
17543,60,17214401,8/26/2017,feel on the skin the marginal effect of the harvey hurricane,Texas,El Paso County
17550,73,1689961933,8/26/2017,pizza prep tie up loose end on hurricane prep hurricane beer pizza hurricaneharvey,Texas,Travis County
17551,74,16690784,8/26/2017,me houston htown htx mayweathermcgregor hurricaneharvey hurricane jersey village texas,Texas,Harris County
17555,79,48072212,8/26/2017,my friday night watch hurricane harvey hurricaneharvey texasstrong prayfortexas,Texas,Dallas County
17569,95,20897207,8/26/2017,we re the blue circle watch the weather channel look like some storm from galveston,Texas,Harris County
17578,105,460455142,8/26/2017,harvey impact on heb even most organic be go college station texas,Texas,Brazos County
17580,107,600958397,8/26/2017,tornado warn include angleton tx danbury tx rosharon tx until 30 pm cdt,Texas,Brazoria County
17582,109,600958397,8/26/2017,aviso de tornado incluye angleton tx danbury tx rosharon tx hasta la 30 pm cdt,Texas,Brazoria County
17620,157,108500655,8/26/2017,hurricane party with few neighbor remind me of be back home in fort lauderdale third,Texas,Harris County
17630,171,{'$numberLong': '729400811114008577'},8/26/2017,san antonio get the raft of hurricane harvey gopro goprosession goprovideo goproquik,Texas,Bexar County
17640,183,27710333,8/26/2017,beat hurricane harvey to houston in time for jeff and mandy rehearsal dinner jeffandmandy2017,Texas,Montgomery County
17645,193,55949274,8/26/2017,photo do not do it justice but love my city harvey better not damage it austin texas,Texas,Travis County
17671,236,18980533,8/26/2017,shelve almost wipe clean everyone prepare for the hurricane it pretty quiet around,Texas,Harris County
17684,251,33136182,8/26/2017,look like hurricane harvey touch fenway too goyankees,Texas,Bexar County
17687,254,11877712,8/26/2017,hurricane burrz drink lion share anniversary ale uncle touchy naked puzzle basement photo,Texas,Harris County
17712,284,185213488,8/26/2017,me and frankie wait for harvey to get his shit together and do what it go do the,Texas,Harris County
17713,285,462655161,8/26/2017,prayfortexas harvey hurricane staysafe texas,Texas,Menard County
17714,286,1660810826,8/26/2017,quite tasty nice hurricane provision drink the franchise at photo,Texas,Williamson County
17716,288,82164204,8/26/2017,happy birthday no hurricane stop from celebrate with you,Texas,Harris County
17750,341,1075248715,8/26/2017,rusty be not worry about hurricane harvey tropical maniac shack,Texas,Matagorda County
17756,349,1087522507,8/26/2017,harvey be not stop girlfriendtime white oak kitchen drink,Texas,Harris County
17771,368,{'$numberLong': '795994847379329024'},8/26/2017,igottago igotstogo hurricaneharvey harvey hurricaneharvey2017 houston texas,Texas,Harris County
17774,372,493392536,8/26/2017,for my shift drink make pomegranate hurricane stonesthrow hurricaneharvey2017,Texas,Harris County
17782,384,{'$numberLong': '2972979240'},8/26/2017,get all our provision on deck so we decide to turn hurricaneharvey into hurricane harmony,Texas,Harris County
17791,395,97315974,8/26/2017,screw hurricane harvey stewie be still have fun play in his pool gcc,Texas,Travis County
17792,396,20084871,8/26/2017,hurricane prep code red thank rogers park,Texas,Jefferson County
17802,413,69088405,8/26/2017,hurricane harvey come ashore heavy rain and wing gust in galveston county hurricaneharvey,Texas,Galveston County
17821,436,975144553,8/26/2017,no they be not on site you moron they be outside the storm path wait for it to pas,Texas,Travis County
17828,444,{'$numberLong': '3110485326'},8/26/2017,right now hurricane harvey have officially make landfall pray right now for the safety of,Texas,Jim Wells County
17838,459,40983792,8/26/2017,hunkerin down harvey houwx conservatory,Texas,Harris County
17846,470,14476848,8/26/2017,harvey be on his way austin texas,Texas,Travis County
17848,472,91229769,8/26/2017,well have to pour one bore hell thank lady gaskin for the reminder pourup drink storm,Texas,Harris County
17852,476,{'$numberLong': '871041654421061632'},8/26/2017,hurricane harvey nasa satellite photo please pray for texas hurricaneharvey hurricane,Texas,Menard County
17863,491,600958397,8/26/2017,aviso de tornado incluye rosenberg tx needville tx pleak tx hasta la 10 15 pm cdt,Texas,Fort Bend County
17871,502,600958397,8/26/2017,aviso de tornado incluye danbury tx rosharon tx bonney tx hasta la 10 00 pm cdt,Texas,Brazoria County
17872,504,275880128,8/26/2017,raincoat with no rain during hurricane harvey clear lake,Texas,Galveston County
17887,523,{'$numberLong': '2850410380'},8/26/2017,official urge resident to stay put harvey make landfall,Texas,Brazoria County
17889,529,600958397,8/26/2017,tornado warn include jamaica beach tx until 10 00 pm cdt,Texas,Galveston County
17890,530,600958397,8/26/2017,aviso de tornado incluye jamaica beach tx hasta la 10 00 pm cdt,Texas,Galveston County
17903,544,156128136,8/26/2017,my hurricane buddy apollocreed the connection at huntsville,Texas,Walker County
17919,566,{'$numberLong': '2852130051'},8/26/2017,hurricane harvey resource where to find help,Texas,Liberty County
17922,570,{'$numberLong': '2259323286'},8/26/2017,even when face with last minute hurricane my family can not help but have little fun with it,Texas,Matagorda County
17938,589,{'$numberLong': '2863330414'},8/26/2017,harvey update friday 7pm,Texas,Galveston County
17940,593,111085802,8/26/2017,here to hurricane harvey abbyrobles houston airport marriott at george bush intercontinental,Texas,Harris County
17943,596,15276250,8/26/2017,do not worry friend selena be safe corpuschristi crapuschristi hurricaneharvey harvey,Texas,Nueces County
17953,608,187007043,8/26/2017,stick in the house because of the hurricane get this freeebook download expire 28,Texas,Fort Bend County
17970,628,{'$numberLong': '2870854426'},8/26/2017,while some of houston homeless seek shelter others try to tough out harvey,Texas,Harris County
17972,631,58624342,8/26/2017,eye of cat harvey almost onshore hurricane force wind report at many observe station landfall expect,Texas,Dallas County
17973,632,58624342,8/26/2017,at 30pm 125 mph wind gust measure at aransas pas tower tcoon txwx stxwx harvey,Texas,Dallas County
17974,633,58624342,8/26/2017,do you want to help we have info on where and how you can donate to people affect by hurricane harvey,Texas,Dallas County
17986,648,298077648,8/26/2017,harvey may be scar but ready for you scardycat harvey htx,Texas,Harris County
17991,653,34921867,8/26/2017,at 17 pm ene copano village aransas co tx unknown report hurricane crp,Texas,Aransas County
17993,656,{'$numberLong': '814140388541890561'},8/26/2017,pray for those who be affect by hurricane harvey pray that everyone be safe away from,Texas,Harris County
17994,657,{'$numberLong': '3344141319'},8/26/2017,it only fit that we feature hurricane tonight come get yours,Texas,Travis County
17997,660,263006334,8/26/2017,pack up just in case need to leave htx for hurricane harvey,Texas,Harris County
18003,667,{'$numberLong': '2872534385'},8/26/2017,get it while the gettin be good hurricane harvey have gas pump run dry,Texas,Brazoria County
18012,678,34921867,8/26/2017,at 30 pm ene port aransas gmz255 co tx man station report hurricane crp,Texas,Aransas County
18013,679,34921867,8/26/2017,at 00 pm rockport aransas co tx train spotter report hurricane crp,Texas,Aransas County
18014,680,34921867,8/26/2017,at 40 pm ene port aransas gmz255 co tx social medium report hurricane crp,Texas,Aransas County
18015,681,34921867,8/26/2017,at 45 pm rockport aransas co tx emergency mngr report hurricane crp,Texas,Aransas County
18021,688,{'$numberLong': '4510052353'},8/26/2017,tara storm fort in the live room hurricaneharvey,Texas,Galveston County
18033,707,34921867,8/26/2017,at 48 pm se corpus christi nueces co tx public report hurricane crp,Texas,Nueces County
18049,726,150299384,8/26/2017,wait for harvey at the bar bj restaurant and brewhouse in katy tx,Texas,Harris County
18054,731,600958397,8/26/2017,aviso de tornado incluye bonney tx hasta la 10 30 pm cdt,Texas,Brazoria County
18056,734,389278968,8/26/2017,hey be you hot lady evacuate from hurricane harvey come up to the compound in,Texas,Tarrant County
18057,736,85636450,8/26/2017,cyclone alert update hurricane harvey advisory 23 warn max wind 213kph 132mph gust of 259kph 161mph,Texas,Aransas County
18063,743,39637278,8/26/2017,yo need all the saint to commit to pray for the homies in south texas this hurricane be,Texas,Menard County
18072,757,12145352,8/26/2017,the houwx action outside my kitchen window hurricaneharvey rainynight lightning harvey be,Texas,Harris County
18077,765,{'$numberLong': '869422463284908032'},8/26/2017,fema flood floodinsurance hurricane hurricaneharvey hurricaneprep disaster,Texas,Harris County
18083,773,325523462,8/26/2017,what else do you do when you re trap inside due to hurricane,Texas,Hays County
18105,803,7436572,8/26/2017,hurricane what mom hurricane harvey who be harvey hurricaneharvey2017 harvey,Texas,Hays County
18119,822,18883998,8/26/2017,eye of category harvey make landfall between port aransas and port connor texas,Texas,Aransas County
18123,826,289090880,8/26/2017,hurricane havin mofo seein thangs courage juice watch when get loose hurricane but,Texas,Bexar County
18138,846,19383505,8/26/2017,10 10 harvey update roger deards texas bbq and all other grub,Texas,Fort Bend County
18141,849,23594872,8/26/2017,me it barely rain hurricane schmurricane check radar me holy amp hurricaneharvey,Texas,Walker County
